date,amqs_ai_infra,qqq,smh,soxx,ai_infra_basket,amqs_daily,qqq_daily
2024-09-13,145260.2449638109,116410.6866025189,135477.78425044921,116314.21198107976,134148.90116010723,0.011559719382390685,0.004479832422071839
2024-09-16,146095.74404278965,115896.40045715666,133699.32157690695,114764.04199965717,134382.7535016056,0.005751739432815164,-0.004417860252970196
2024-09-17,145595.50372964755,115957.61116789946,133653.56938323693,114904.95995090726,134809.56335750548,-0.0034240580820449774,0.0005281502315979125
2024-09-18,144703.4448024271,115455.57621729275,132132.44081974856,113636.65004454208,133539.50551557355,-0.006126967553042609,-0.004329469584189671
2024-09-19,149019.4445960426,118374.77792823545,137868.1253680441,118475.03716127815,137547.12049924835,0.02982651725747364,0.025284198534063274
2024-09-20,149884.56121527628,118149.47362862434,136043.91929256776,116742.19516471516,138533.16206575077,0.005805394199252304,-0.001903313387820682
2024-09-23,150965.24676428255,118462.64856648196,136644.3596882029,117196.26859514267,139523.50369426515,0.007210119176011263,0.0026506672288868494
2024-09-24,151322.32076445827,119034.07174945401,139189.10127183018,118615.95511252823,140185.12320346615,0.002365272854707047,0.00482365699135423
2024-09-25,152380.0217781345,119144.43057216248,140412.86695167137,119433.21315812219,141930.76500405956,0.00698972239080741,0.0009271196144642335
2024-09-26,153435.696241574,120039.567436264,144461.59321376463,123702.59439222471,144408.3899983737,0.006927905975604395,0.007513039928117804
2024-09-27,151366.29465722354,119372.50346073622,141670.95556850097,121740.57238037177,142371.2274372888,-0.013487093518918426,-0.005557034149443862
2024-09-30,151992.44111317978,119696.22468570482,140361.40892139648,120647.06229300248,142284.0225980025,0.004136630663875309,0.002711857551643604
2024-10-01,149345.2413000687,118028.56851880492,136604.3309146096,117267.12641796235,138779.68042290892,-0.01741665436598821,-0.013932404061020143
2024-10-02,151704.25569651905,118195.34017056623,138571.50819943668,118847.20591022262,140650.009837325,0.015795711841333555,0.0014129769923858504
2024-10-03,153940.31445046814,118107.04707732816,139846.74949302457,119271.02335649187,141758.98736502932,0.014739591474759247,-0.000747009933815157
2024-10-04,156001.33920723211,119512.29079991102,141716.7077621709,120903.4444927181,144181.84342173603,0.013388466589283977,0.011898051448723468
2024-10-07,155069.26381675687,118232.12393018934,141945.45114704905,120573.80332949596,145292.34639311137,-0.005974790955076771,-0.010711591763101103
2024-10-08,159720.6291846545,119997.86509352477,144404.41176341302,121761.50581495053,147261.69749596165,0.029995404978475103,0.014934529674676345
2024-10-09,162761.80103028342,120942.06708736144,145908.38765014312,123032.90175112466,148902.99969847492,0.01904057015774073,0.0078684899360566
2024-10-10,162806.45589431503,120804.73149590561,145622.45402317753,122169.60304148801,148838.85048866138,0.000274357151057293,-0.0011355485710082824
2024-10-11,163841.56125934573,120993.56887713728,146789.04704440307,123195.08349523593,150707.85049286296,0.006357888938400739,0.0015631621286131825
2024-10-14,164415.85580723063,122008.87155482298,149413.8461752169,125465.82129325133,151669.57405817526,0.0035051823448863117,0.008391377220360319
2024-10-15,160327.46074485366,120377.99914754622,141339.27853960128,118957.10241300153,148707.653211198,-0.024866184847588235,-0.013366834612055012
2024-10-16,162399.72915424398,120392.72472153806,141430.78292694123,118957.10241300153,150551.90889152006,0.012925224411107997,0.00012232778494514207
2024-10-17,165158.19490691784,120476.10677549914,143866.87623820614,119893.62785606839,152407.86021045755,0.016985654884029398,0.0006925838264224549
2024-10-18,165009.84299350216,121265.78076849092,143826.83867287697,120003.5163013282,151911.4488706401,-0.0008982413103950865,0.006554610819747841
2024-10-21,165989.76608551975,121498.76469634165,144587.40295462115,119778.52619596163,152299.85338272137,0.005938573567736719,0.0019212668765602459
2024-10-22,165231.98041971622,121631.2118800379,143929.77231689854,119333.80754518998,150316.8012822733,-0.004565255338772528,0.0010901113606156532
2024-10-23,162283.10482923462,119767.34800107125,142397.20570499267,118266.46022228457,147432.17334445578,-0.01784688159635307,-0.015323894666156357
2024-10-24,162795.96471637257,120738.51921981618,142997.6548923637,118925.70226113341,148412.147081071,0.0031602789931682793,0.008108814588899893
2024-10-25,163862.9684295472,121474.2472191523,144656.03124512613,120118.61796143497,150147.33953409622,0.006554239320572859,0.0060935648713453805
2024-10-28,162198.38351038954,121493.86120090375,143655.29432182224,120191.8769249415,150066.44757781446,-0.01015839597629023,0.0001614661724642641
